X1 kernel_area,X2 kernel_length,Wheat Varieties,Normalized X1 kernel_area,Normalized X2 kernel_length
15.26, 5.22 , Kama ,0.038949593057241674,-0.7406123885339738
14.88," 4,956 ", Kama ,0.0030666846530869054,0.02184724212408685
14.29," 4,825 ", Kama ,-0.05264625207968001,0.0016721966532305527
13.84," 4,805 ", Kama ,-0.09513916992670544,-0.001407962960640638
16.14," 5,175 ", Kama ,0.12204685462475827,0.05557498989597639
14.38," 4,956 ", Kama ,-0.044147668510274754,0.02184724212408685
14.69," 5,219 ", Kama ,-0.014874769548990648,0.06235134104649301
14.11, 5 , Kama ,-0.06964341921849018,-0.7406462702897264
16.63," 5,877 ", Kama ,0.16831692072485255,0.16368859234285518
16.44," 5,533 ", Kama ,0.15037546652277534,0.11070984698427071
15.26," 5,314 ", Kama ,0.038949593057241674,0.07698209921238117
14.03," 5,001 ", Kama ,-0.07719771572462805,0.02877760125529703
13.89," 4,738 ", Kama ,-0.09041773461036921,-0.011726497667109127
13.78," 4,872 ", Kama ,-0.10080489230630889,0.008910571745827852
13.74," 4,825 ", Kama ,-0.10458204055937774,0.0016721966532305527
14.59," 4,781 ", Kama ,-0.024317640181662947,-0.005104154497286067
13.99," 4,781 ", Kama ,-0.0809748639776969,-0.005104154497286067
15.69," 5,046 ", Kama ,0.07955393677773268,0.03570796038650721
14.7," 4,649 ", Kama ,-0.013930482485723435,-0.025433207948835926
12.72," 4,914 ", Kama ,-0.2008993210126355,0.015378906934957352
14.16," 5,176 ", Kama ,-0.06492198390215395,0.055728997876669954
14.11," 5,219 ", Kama ,-0.06964341921849018,0.06235134104649301
15.88," 5,091 ", Kama ,0.09749539097981023,0.04263831951771739
12.08," 4,961 ", Kama ,-0.2613336930617385,0.02261728202755465
15.01," 5,001 ", Kama ,0.015342416475560844,0.02877760125529703
16.19," 5,307 ", Kama ,0.12676828994109451,0.07590404334752625
13.02," 4,825 ", Kama ,-0.17257070911461858,0.0016721966532305527
12.74," 4,869 ", Kama ,-0.19901074688610107,0.008448547803747172
14.11," 5,038 ", Kama ,-0.06964341921849018,0.034475896540958735
13.45," 5,097 ", Kama ,-0.1319663653941276,0.04356236740187875
13.16," 5,056 ", Kama ,-0.15935069022887727,0.03724804019344281
15.49," 5,228 ", Kama ,0.06066819551238808,0.06373741287273504
14.09," 5,299 ", Kama ,-0.07153199334502461,0.07467197950197778
13.94," 5,012 ", Kama ,-0.08569629929403313,0.030471689042926187
15.05, 5.36 , Kama ,0.019119564728629863,-0.7405908274166768
16.12," 5,443 ", Kama ,0.12015828049822384,0.09684912872185035
16.2," 5,527 ", Kama ,0.12771257700436156,0.10978579910010935
17.08," 5,484 ", Kama ,0.210809838571878,0.1031634559302863
14.8," 5,309 ", Kama ,-0.004487611853050967,0.07621205930891337
14.28," 5,001 ", Kama ,-0.05359053914294722,0.02877760125529703
13.54," 5,178 ", Kama ,-0.12346778182472251,0.05603701383805707
13.5," 5,176 ", Kama ,-0.12724493007779136,0.055728997876669954
13.16," 4,783 ", Kama ,-0.15935069022887727,-0.004796138535898948
15.5," 5,528 ", Kama ,0.06161248257565529,0.1099398070808029
15.11, 5.18 , Kama ,0.02478528710823314,-0.7406185488532016
13.8," 4,961 ", Kama ,-0.0989163181797743,0.02261728202755465
15.36," 5,132 ", Kama ,0.04839246368991398,0.048952646726153334
14.99," 5,175 ", Kama ,0.013453842349026418,0.05557498989597639
14.79," 5,111 ", Kama ,-0.0054318989163183486,0.04571847913158858
14.86," 5,351 ", Kama ,0.001178110526552311,0.08268039449804288
14.43," 5,144 ", Kama ,-0.03942623319393869,0.050800742494476046
15.78," 5,136 ", Kama ,0.08805252034713776,0.04956867864892757
14.49," 5,396 ", Kama ,-0.033760510814335246,0.08961075362925305
14.33," 5,224 ", Kama ,-0.04886910382661099,0.06312138094996081
14.52," 5,487 ", Kama ,-0.030927649624533607,0.10362547987236696
15.03," 5,439 ", Kama ,0.01723099060209527,0.09623309679907611
14.46," 5,044 ", Kama ,-0.036593372004136884,0.035399944425120095
14.92," 5,088 ", Kama ,0.006843832906155757,0.042176295575636714
15.38," 5,222 ", Kama ,0.05028103781644857,0.06281336498857369
12.11," 4,519 ", Kama ,-0.25850083187193684,-0.04545424543899867
11.42," 4,607 ", Kama ,-0.32365663923737586,-0.03190154313796543
11.23," 4,703 ", Kama ,-0.34159809343945324,-0.01711677699138371
12.36," 4,605 ", Kama ,-0.234893655290256,-0.032209559099352546
13.22," 5,088 ", Kama ,-0.15368496784927382,0.042176295575636714
12.78," 4,782 ", Kama ,-0.19523359863303222,-0.004950146516592507
12.88," 4,607 ", Kama ,-0.18579072800035976,-0.03190154313796543
14.34, 5.15 , Kama ,-0.04792481676334378,-0.7406231690926225
14.01," 5,132 ", Kama ,-0.07908628985116248,0.048952646726153334
14.37, 5.3 , Kama ,-0.04509195557354214,-0.7406000678955184
12.73," 5,067 ", Kama ,-0.19995503394936828,0.03894212798107196
17.63, 6.06 , Rosa ,0.2627456270515759,-0.7404830218301912
16.84," 5,877 ", Rosa ,0.18814694905346455,0.16368859234285518
17.26," 5,791 ", Rosa ,0.2278070057106885,0.15044390600320906
19.11," 6,079 ", Rosa ,0.40250011241512645,0.1947982044429542
16.82," 5,841 ", Rosa ,0.18625837492693012,0.15814430503788704
16.77," 5,795 ", Rosa ,0.1815369396105939,0.1510599379259833
17.32," 5,922 ", Rosa ,0.23347272809029176,0.17061895147406536
20.71," 6,451 ", Rosa ,0.5535860425378839,0.25208917326095837
18.94," 6,362 ", Rosa ,0.38644723233958367,0.23838246297923157
17.12," 5,746 ", Rosa ,0.21458698682494717,0.14351354687199888
16.53, 5.88 , Rosa ,0.15887405009218042,-0.7405107432667161
18.72," 5,879 ", Rosa ,0.3656729169477043,0.16399660830424231
20.2," 6,187 ", Rosa ,0.5054274023112548,0.21143106635785863
19.57," 6,273 ", Rosa ,0.44593731732541925,0.22467575269750475
19.51," 6,185 ", Rosa ,0.44027159494581597,0.21112305039647153
18.27," 6,197 ", Rosa ,0.32317999910067885,0.21297114616479423
18.88," 6,109 ", Rosa ,0.38078150995998006,0.199418443863761
18.98," 6,498 ", Rosa ,0.3902243805926525,0.25932754835355565
21.18," 6,231 ", Rosa ,0.5979675345114438,0.21820741750837527
20.88," 6,321 ", Rosa ,0.5696389226134266,0.23206813577079563
20.1," 6,449 ", Rosa ,0.4959845316785827,0.25178115729957123
18.76," 6,053 ", Rosa ,0.3694500652007735,0.19079399694492166
18.81," 6,053 ", Rosa ,0.3741715005171094,0.19079399694492166
18.59," 5,877 ", Rosa ,0.35339718512523033,0.16368859234285518
18.36," 6,448 ", Rosa ,0.33167858267008393,0.2516271493188777
16.87," 5,967 ", Rosa ,0.19097981024326635,0.17754931060527554
19.31," 6,238 ", Rosa ,0.42138585368047105,0.21928547337323018
18.98," 6,453 ", Rosa ,0.3902243805926525,0.2523971892223455
18.17," 6,273 ", Rosa ,0.3137371284680067,0.22467575269750475
18.72," 6,097 ", Rosa ,0.3656729169477043,0.19757034809543828
16.41," 5,618 ", Rosa ,0.14754260533297353,0.12380052534322326
17.99," 5,837 ", Rosa ,0.2967399613291962,0.1575282731151128
19.46," 6,009 ", Rosa ,0.43555015962947974,0.18401764579440505
19.18," 6,229 ", Rosa ,0.4091101218579971,0.21789940154698814
18.95," 6,148 ", Rosa ,0.3873915194028507,0.20542475511080982
18.83," 5,879 ", Rosa ,0.3760600746436438,0.16399660830424231
18.85, 6.2 , Rosa ,0.3779486487701786,-0.7404614607128942
17.63," 5,929 ", Rosa ,0.2627456270515759,0.1716970073389203
19.94, 6.55 , Rosa ,0.48087593866630696,-0.7404075579196514
18.55," 5,894 ", Rosa ,0.3496200368721615,0.1663067280146457
18.45," 5,794 ", Rosa ,0.340177166239489,0.15090592994528976
19.38," 5,965 ", Rosa ,0.4279958631233417,0.17724129464388844
19.13," 5,924 ", Rosa ,0.4043886865416609,0.1709269674354525
19.14," 6,053 ", Rosa ,0.40533297360492826,0.19079399694492166
20.97," 6,316 ", Rosa ,0.5781375061828318,0.23129809586732783
19.06," 6,163 ", Rosa ,0.3977786770987902,0.20773487482121322
18.96, 5.75 , Rosa ,0.3883358064661181,-0.7405307643042063
19.15," 6,185 ", Rosa ,0.4062772606681953,0.21112305039647153
